URL,File Path,Status Code
https://github.com/Cumulocity-IoT//cumulocity-examples/snmp,..\content\change-logs\device-management\SNMP-removed-from-docs.md,404
https://openmobilealliance.org/iot/lightweight-m2m-lwm2m,..\content\protocol-integration\lwm2m-bundle\introduction.md,404
https://cumulocity.com/apama/docs/latest/related/ApamaDoc/index.htmlcom/apama/cumulocity/package-summary.html,..\content\streaming-analytics\epl-apps-bundle\basic-functionality.md,404
https://cumulocity.com/apama/docs/latest/related/ApamaDoc/index.html/com/apama/cumulocity/package-summary.html,..\content\streaming-analytics\epl-apps-bundle\basic-functionality.md,404
https://cumulocity.com/apama/docs/latest/related/ApamaDoc/index.htmlcom/softwareag/connectivity/httpclient/package-summary.html,..\content\streaming-analytics\epl-apps-bundle\microservices.md,404
https://cumulocity.com/docs/<https://en.wikipedia.org/wiki/Glob_(programming),..\content\web\upgrade-bundle\c8y-cli.md,404
